Country Code,Country Name,Income Group,Indicator Code,Indicator Name,Region,Year,Energy Consump.
SDN,Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2008,63.50730133
TGO,Togo,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2008,76.52410126
UGA,Uganda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2008,93.73010254
BFA,Burkina Faso,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,83.59719849
BDI,Burundi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,95.1760025
CAF,Central African Republic,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,87.11940002
TCD,Chad,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,82.20639801
COD,Congo Dem. Rep.,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,97.01930237
ERI,Eritrea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,81.6257019
ETH,Ethiopia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,94.17520142
GMB,Gambia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,53.42670059
GIN,Guinea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,79.25050354
GNB,Guinea-Bissau,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,87.8946991
LBR,Liberia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,91.71160126
MDG,Madagascar,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,87.0983963
MWI,Malawi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,80.00769806
MLI,Mali,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,78.68409729
MOZ,Mozambique,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,85.82219696
NER,Niger,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,83.25350189
RWA,Rwanda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,90.54309845
SLE,Sierra Leone,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,86.13880158
SOM,Somalia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,93.63150024
SSD,South Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,0
SDN,Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,63.11999893
TGO,Togo,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,63.40039825
UGA,Uganda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2009,93.86969757
BFA,Burkina Faso,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,81.45410156
BDI,Burundi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,92.57050324
CAF,Central African Republic,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,86.55139923
TCD,Chad,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,81.5707016
COD,Congo Dem. Rep.,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,96.80249786
ERI,Eritrea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,81.06919861
ETH,Ethiopia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,94.11489868
GMB,Gambia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,56.00009918
GIN,Guinea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,75.70909882
GNB,Guinea-Bissau,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,87.80709839
LBR,Liberia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,88.63909912
MDG,Madagascar,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,86.67939758
MWI,Malawi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,81.2118988
MLI,Mali,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,79.24009705
MOZ,Mozambique,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,84.28399658
NER,Niger,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,80.66829681
RWA,Rwanda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,90.65699768
SLE,Sierra Leone,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,84.88629913
SOM,Somalia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,93.57209778
SSD,South Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,0
SDN,Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,61.32310104
TGO,Togo,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,65.82830048
UGA,Uganda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2010,93.17630005
BFA,Burkina Faso,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,80.57219696
BDI,Burundi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,91.65339661
CAF,Central African Republic,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,85.15650177
TCD,Chad,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,85.38639832
COD,Congo Dem. Rep.,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,96.20960236
ERI,Eritrea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,79.77839661
ETH,Ethiopia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,93.56169891
GMB,Gambia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,55.65449905
GIN,Guinea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,74.748703
GNB,Guinea-Bissau,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,87.87359619
LBR,Liberia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,87.16739655
MDG,Madagascar,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,84.57550049
MWI,Malawi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,80.16840363
MLI,Mali,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,78.84970093
MOZ,Mozambique,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,83.2118988
NER,Niger,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,77.22799683
RWA,Rwanda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,89.64489746
SLE,Sierra Leone,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,80.99960327
SOM,Somalia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,93.64949799
SSD,South Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,0
SDN,Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,63.68109894
TGO,Togo,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,69.15930176
UGA,Uganda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2011,92.79149628
BFA,Burkina Faso,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,77.17500305
BDI,Burundi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,91.44689941
CAF,Central African Republic,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,84.88819885
TCD,Chad,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,85.29049683
COD,Congo Dem. Rep.,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,95.47480011
ERI,Eritrea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,78.54350281
ETH,Ethiopia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,93.29620361
GMB,Gambia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,56.35559845
GIN,Guinea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,76.35639954
GNB,Guinea-Bissau,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,87.81300354
LBR,Liberia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,86.28079987
MDG,Madagascar,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,83.3730011
MWI,Malawi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,80.14260101
MLI,Mali,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,78.70040131
MOZ,Mozambique,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,86.66429901
NER,Niger,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,72.71279907
RWA,Rwanda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,88.78479767
SLE,Sierra Leone,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,79.05719757
SOM,Somalia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,93.89459992
SSD,South Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,30.56100082
SDN,Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,63.75939941
TGO,Togo,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,72.73970032
UGA,Uganda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2012,92.95480347
BFA,Burkina Faso,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,75.42700195
BDI,Burundi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,91.07980347
CAF,Central African Republic,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,89.22669983
TCD,Chad,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,85.20700073
COD,Congo Dem. Rep.,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,93.91760254
ERI,Eritrea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,77.8219986
ETH,Ethiopia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,92.4905014
GMB,Gambia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,58.70130158
GIN,Guinea,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,78.53289795
GNB,Guinea-Bissau,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,87.71379852
LBR,Liberia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,87.60169983
MDG,Madagascar,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,81.14430237
MWI,Malawi,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,79.67559815
MLI,Mali,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,80.91750336
MOZ,Mozambique,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,86.88760376
NER,Niger,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,78.70400238
RWA,Rwanda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,88.47440338
SLE,Sierra Leone,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,75.665802
SOM,Somalia,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,94.39029694
SSD,South Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,30.13290024
SDN,Sudan,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,65.69180298
TGO,Togo,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,76.24449921
UGA,Uganda,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2013,92.54540253
BFA,Burkina Faso,Low income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,01/01/2014,75.24259949
